VendorNumber,VendorName,InvoiceDate,PONumber,PODate,PayDate,Quantity,Dollars,Freight,Approval
388,ATLANTIC IMPORTING COMPANY ,2016-11-18,12898,2016-11-03,2016-12-17,50,1066.0,5.65,None
516,BANFI PRODUCTS CORP        ,2016-11-21,12872,2016-11-01,2016-12-16,4027,29835.81,158.13,None
2396,BLACK PRINCE DISTILLERY INC,2016-11-17,12851,2016-10-31,2016-12-19,12,52.08,0.26,None
1650,Circa Wines                ,2016-11-17,12875,2016-11-01,2016-12-27,2,19.72,0.1,None
90047,CRUSH WINES                ,2016-11-22,12832,2016-10-30,2016-12-18,309,2616.02,12.56,None
2242,DELICATO VINEYARDS INC     ,2016-11-17,12899,2016-11-03,2017-01-01,3490,28721.11,146.48,None
1655,FABRIZIA SPIRITS LLC       ,2016-11-19,12854,2016-10-31,2016-12-25,504,6579.53,34.21,None
90052,HAUNTING WHISPER VYDS      ,2016-11-19,12906,2016-11-03,2016-12-18,12,94.08,0.5,None
90053,INCREDIBREW INC            ,2016-11-15,12892,2016-11-02,2016-12-16,48,423.36,2.33,None
17032,JEWELL TOWNE VINEYARDS     ,2016-11-18,12837,2016-10-30,2016-12-20,84,717.12,3.23,None
4550,KLIN SPIRITS LLC           ,2016-11-21,12855,2016-10-31,2017-01-01,82,1323.49,6.62,None
9552,M S WALKER INC             ,2016-11-15,12915,2016-11-04,2016-12-23,28175,230217.41,1105.04,None
5455,MARSALLE COMPANY           ,2016-11-18,12840,2016-10-30,2016-12-28,105,2693.92,12.39,None
6215,MOONLIGHT MEADERY          ,2016-11-14,12917,2016-11-04,2016-12-15,84,751.2,3.38,None
6359,OLE SMOKY DISTILLERY LLC   ,2016-11-19,12859,2016-10-31,2016-12-18,16263,27895.85,147.85,None
7240,"PREMIUM PORT WINES, INC.   ",2016-11-15,12844,2016-10-30,2017-01-01,227,1625.59,8.62,None
8150,SEA HAGG DISTILLERY LLC    ,2016-11-18,12919,2016-11-04,2016-12-24,473,5632.44,26.47,None
3089,SIDNEY FRANK IMPORTING CO  ,2016-11-15,12848,2016-10-30,2017-01-01,3901,42389.96,203.47,None
12331,STELLAR IMPORTING CO LLC   ,2016-11-18,12896,2016-11-02,2016-12-31,36,257.04,1.31,None
480,BACARDI USA INC            ,2016-11-26,12946,2016-11-07,2016-12-28,32203,400311.97,1801.4,Frank Delahunt
1003,BRONCO WINE COMPANY        ,2016-11-29,12979,2016-11-09,2017-01-07,5,30.8,0.14,None
1273,CALEDONIA SPIRITS INC      ,2016-11-27,12947,2016-11-07,2017-01-08,175,5499.18,29.7,None
1590,DIAGEO CHATEAU ESTATE WINES,2016-11-26,12995,2016-11-10,2017-01-01,5139,36337.68,188.96,None
3960,DIAGEO NORTH AMERICA INC   ,2016-11-29,12981,2016-11-09,2016-12-30,119586,1321953.42,7006.35,Frank Delahunt
17037,Dunn Wine Brokers          ,2016-11-27,12996,2016-11-10,2017-01-06,36,617.4,3.21,None
1655,FABRIZIA SPIRITS LLC       ,2016-11-26,12983,2016-11-09,2016-12-31,428,5552.44,29.43,None
9744,FREDERICK WILDMAN & SONS   ,2016-11-26,12932,2016-11-06,2016-12-28,1661,17138.49,78.84,None
3924,HEAVEN HILL DISTILLERIES   ,2016-11-24,12997,2016-11-10,2016-12-27,5412,39851.8,207.23,None
12546,JIM BEAM BRANDS COMPANY    ,2016-11-23,12950,2016-11-07,2016-12-24,51285,443523.01,2395.02,Frank Delahunt
4692,KOBRAND CORPORATION        ,2016-11-22,12951,2016-11-07,2016-12-26,3878,64302.49,302.22,None
9552,M S WALKER INC             ,2016-11-24,12953,2016-11-07,2017-01-04,33116,277542.68,1387.71,Frank Delahunt
6785,PALM BAY INTERNATIONAL INC ,2016-11-24,13020,2016-11-11,2016-12-23,7815,54930.35,258.17,None
17035,PERNOD RICARD USA          ,2016-11-21,12986,2016-11-09,2017-01-01,32659,546051.11,2730.26,Frank Delahunt
28750,SMOKY QUARTZ DISTILLERY LLC,2016-11-28,12987,2016-11-09,2017-01-02,93,2049.12,9.84,None
99166,STARK BREWING COMPANY      ,2016-11-25,12989,2016-11-09,2016-12-22,48,1028.16,5.24,None
653,STATE WINE & SPIRITS   ,2016-11-26,12961,2016-11-07,2016-12-27,1844,18193.32,87.33,None
8735,SURVILLE ENTERPRISES CORP  ,2016-11-26,12962,2016-11-07,2016-12-28,280,2895.92,14.77,None
9819,TREASURY WINE ESTATES      ,2016-11-27,13011,2016-11-10,2016-12-29,8103,48078.51,216.35,None
9165,ULTRA BEVERAGE COMPANY LLP ,2016-11-23,12975,2016-11-08,2017-01-02,19141,297077.3,1455.68,Frank Delahunt
9622,WEIN BAUER INC             ,2016-11-22,13028,2016-11-11,2017-01-03,23,438.84,2.02,None
3664,WILLIAM GRANT & SONS INC   ,2016-11-28,12976,2016-11-08,2016-12-23,5348,108579.09,488.61,None
480,BACARDI USA INC            ,2016-11-30,13093,2016-11-16,2017-01-15,23079,262474.83,1233.63,Frank Delahunt
1392,CONSTELLATION BRANDS INC   ,2016-11-30,13106,2016-11-17,2017-01-08,38977,276803.48,1439.38,Frank Delahunt
2242,DELICATO VINEYARDS INC     ,2016-12-02,13055,2016-11-14,2017-01-12,3684,32539.92,159.45,None
1590,DIAGEO CHATEAU ESTATE WINES,2016-12-05,13126,2016-11-18,2017-01-03,4722,32538.54,149.68,None
2450,DJINN SPIRITS LLC          ,2016-12-05,13056,2016-11-14,2017-01-15,96,1670.08,9.19,None
2561,EDRINGTON AMERICAS         ,2016-12-01,13033,2016-11-13,2016-12-29,1563,43132.31,228.6,None
3950,"HOOD RIVER DISTILLERS, Inc.",2016-12-05,13036,2016-11-13,2017-01-02,12,258.96,1.35,None
90032,LABELLE VYDS AND WINERY    ,2016-12-01,13059,2016-11-14,2017-01-01,212,2278.36,10.25,None
4425,MARTIGNETTI COMPANIES,2016-12-05,13039,2016-11-13,2017-01-02,56538,631920.62,3349.18,Frank Delahunt
6213,MHW LTD                    ,2016-12-06,13063,2016-11-14,2017-01-10,4034,29137.82,145.69,None
6355,NICHE W & S                ,2016-12-03,13099,2016-11-16,2017-01-04,88,1562.51,7.34,None
17035,PERNOD RICARD USA          ,2016-11-29,13083,2016-11-15,2017-01-15,25424,374567.09,1910.29,Frank Delahunt
9206,PHILLIPS PRODUCTS CO.      ,2016-11-30,13130,2016-11-18,2017-01-11,577,6520.44,29.34,None
3089,SIDNEY FRANK IMPORTING CO  ,2016-11-30,13068,2016-11-14,2017-01-09,2669,25434.75,124.63,None
8673,STE MICHELLE WINE ESTATES  ,2016-12-06,13132,2016-11-18,2017-01-04,8709,65282.07,352.52,None
12331,STELLAR IMPORTING CO LLC   ,2016-12-03,13118,2016-11-17,2017-01-12,60,441.48,2.21,None
1587,VINEYARD BRANDS INC        ,2016-12-06,13074,2016-11-14,2017-01-13,3449,32781.69,147.52,None
90057,WALPOLE MTN VIEW WINERY    ,2016-12-06,13121,2016-11-17,2017-01-09,24,254.16,1.27,None
90058,ZORVINO VINEYARDS          ,2016-12-03,13091,2016-11-15,2017-01-06,113,892.48,4.64,None
1273,CALEDONIA SPIRITS INC      ,2016-12-13,13221,2016-11-25,2017-01-09,130,3940.15,20.88,None
1650,Circa Wines                ,2016-12-10,13138,2016-11-20,2017-01-16,192,2010.84,11.06,None
2242,DELICATO VINEYARDS INC     ,2016-12-09,13202,2016-11-24,2017-01-10,3839,32752.6,163.76,None
3551,GILMANTON WINERY & VINEYARD,2016-12-06,13160,2016-11-21,2017-01-20,24,252.48,1.16,None
3924,HEAVEN HILL DISTILLERIES   ,2016-12-09,13206,2016-11-24,2017-01-07,5807,43256.67,194.66,None
4848,LAIRD & CO                 ,2016-12-05,13224,2016-11-25,2017-01-09,430,4765.45,25.26,None
9552,M S WALKER INC             ,2016-12-11,13209,2016-11-24,2017-01-15,46468,333609.94,1501.24,Frank Delahunt
6215,MOONLIGHT MEADERY          ,2016-12-07,13163,2016-11-21,2017-01-19,120,1082.16,5.09,None
6355,NICHE W & S                ,2016-12-13,13194,2016-11-23,2017-01-19,144,2524.39,12.37,None
9206,PHILLIPS PRODUCTS CO.      ,2016-12-11,13213,2016-11-24,2017-01-20,878,14612.74,78.91,None
7154,PREMIER DISTRIBUTORS       ,2016-12-05,13214,2016-11-24,2017-01-20,149,2140.87,11.35,None
7239,REMY COINTREAU USA INC     ,2016-12-12,13215,2016-11-24,2017-01-16,3427,78518.35,376.89,None
10050,Russian Standard Vodka     ,2016-12-10,13147,2016-11-20,2017-01-13,84,1272.0,6.74,None
8004,SAZERAC CO INC             ,2016-12-05,13229,2016-11-25,2017-01-18,29178,214318.42,1178.75,None
3089,SIDNEY FRANK IMPORTING CO  ,2016-12-08,13184,2016-11-22,2017-01-13,3964,36492.54,178.81,None
2000,SOUTHERN WINE & SPIRITS NE ,2016-12-08,13150,2016-11-20,2017-01-19,8724,92278.61,470.62,None
173357,TAMWORTH DISTILLING        ,2016-12-11,13153,2016-11-20,2017-01-10,36,690.36,3.18,None
9819,TREASURY WINE ESTATES      ,2016-12-08,13154,2016-11-20,2017-01-09,11222,105099.38,483.46,None
90010,VINEXTRA INC               ,2016-12-08,13187,2016-11-22,2017-01-19,222,2410.56,12.05,None
9625,WESTERN SPIRITS BEVERAGE CO,2016-12-12,13235,2016-11-25,2017-01-16,1839,9289.23,44.59,None
90058,ZORVINO VINEYARDS          ,2016-12-07,13236,2016-11-25,2017-01-11,284,2317.57,12.75,None
105,ALTAMAR BRANDS LLC         ,2016-12-19,13293,2016-11-30,2017-01-16,6,214.26,1.09,None
1128,BROWN-FORMAN CORP          ,2016-12-18,13321,2016-12-02,2017-01-14,23409,290810.28,1337.73,Frank Delahunt
90047,CRUSH WINES                ,2016-12-16,13295,2016-11-30,2017-01-29,318,2937.45,14.39,None
3252,E & J GALLO WINERY         ,2016-12-15,13323,2016-12-02,2017-01-28,40378,251618.9,1232.93,Frank Delahunt
1655,FABRIZIA SPIRITS LLC       ,2016-12-16,13243,2016-11-27,2017-01-23,277,3492.06,16.06,None
9744,FREDERICK WILDMAN & SONS   ,2016-12-12,13324,2016-12-02,2017-01-14,862,8644.48,42.36,None
4692,KOBRAND CORPORATION        ,2016-12-18,13325,2016-12-02,2017-01-23,2846,37571.65,199.13,None
5455,MARSALLE COMPANY           ,2016-12-20,13246,2016-11-27,2017-01-13,142,3776.74,20.39,None
6215,MOONLIGHT MEADERY          ,2016-12-12,13247,2016-11-27,2017-01-22,94,829.16,3.98,None
6355,NICHE W & S                ,2016-12-14,13312,2016-12-01,2017-01-17,98,1819.27,9.64,None
9206,PHILLIPS PRODUCTS CO.      ,2016-12-19,13326,2016-12-02,2017-01-23,666,8188.15,43.4,None
7153,PINE STATE TRADING CO      ,2016-12-15,13327,2016-12-02,2017-01-16,6713,52709.69,284.63,None
90027,POVERTY LANE ORCHARDS      ,2016-12-12,13286,2016-11-29,2017-01-26,106,833.84,4.17,None
7154,PREMIER DISTRIBUTORS       ,2016-12-14,13314,2016-12-01,2017-01-29,140,1764.1,8.82,None
8004,SAZERAC CO INC             ,2016-12-18,13287,2016-11-29,2017-01-27,34145,206046.28,1030.23,None
98450,Serralles Usa LLC          ,2016-12-12,13288,2016-11-29,2017-01-17,196,2567.05,13.35,None
2000,SOUTHERN GLAZERS W&S OF NE ,2016-12-12,13303,2016-11-30,2017-01-24,17,104.04,0.57,None
12331,STELLAR IMPORTING CO LLC   ,2016-12-13,13267,2016-11-28,2017-01-14,166,1509.98,6.79,None
28776,TALL SHIP DISTILLERY LLC   ,2016-12-15,13332,2016-12-02,2017-01-19,35,779.33,4.05,None
173357,TAMWORTH DISTILLING        ,2016-12-13,13318,2016-12-01,2017-01-25,11,273.44,1.39,None
90010,VINEXTRA INC               ,2016-12-17,13271,2016-11-28,2017-01-16,121,1421.4,6.96,None
9625,WESTERN SPIRITS BEVERAGE CO,2016-12-15,13319,2016-12-01,2017-01-24,1810,7300.97,33.58,None
105,ALTAMAR BRANDS LLC         ,2016-12-20,13349,2016-12-05,2017-02-01,6,214.26,1.18,None
4466,AMERICAN VINTAGE BEVERAGE  ,2016-12-26,13432,2016-12-09,2017-01-27,231,2263.43,11.32,None
388,ATLANTIC IMPORTING COMPANY ,2016-12-22,13369,2016-12-06,2017-01-22,39,831.48,4.49,None
1485,CASTLE BRANDS CORP.        ,2016-12-20,13433,2016-12-09,2017-02-04,2208,31893.48,149.9,None
4380,CHARLES JACQUIN ET CIE INC ,2016-12-26,13391,2016-12-07,2017-02-01,1419,11217.99,51.6,None
1392,CONSTELLATION BRANDS INC   ,2016-12-25,13353,2016-12-05,2017-02-01,46898,328262.98,1674.14,Frank Delahunt
3960,DIAGEO NORTH AMERICA INC   ,2016-12-21,13354,2016-12-05,2017-01-30,134333,1127733.09,5300.35,Frank Delahunt
2496,DUGGANS DISTILLED PRODUCTS ,2016-12-22,13435,2016-12-09,2017-01-23,148,1975.29,9.48,None
1655,FABRIZIA SPIRITS LLC       ,2016-12-26,13419,2016-12-08,2017-01-23,897,11398.67,59.27,None
90052,HAUNTING WHISPER VYDS      ,2016-12-26,13375,2016-12-06,2017-01-20,24,188.16,0.87,None
17032,JEWELL TOWNE VINEYARDS     ,2016-12-20,13437,2016-12-09,2017-01-22,48,412.08,2.27,None
12546,JIM BEAM BRANDS COMPANY    ,2016-12-27,13421,2016-12-08,2017-01-31,57118,472589.43,2410.21,Frank Delahunt
90032,LABELLE VYDS AND WINERY    ,2016-12-21,13357,2016-12-05,2017-01-28,300,3256.55,17.59,None
5270,MANGO BOTTLING INC         ,2016-12-27,13358,2016-12-05,2017-02-02,660,4726.59,23.16,None
6355,NICHE W & S                ,2016-12-25,13362,2016-12-05,2017-02-01,324,3483.87,18.46,None
6359,OLE SMOKY DISTILLERY LLC   ,2016-12-24,13379,2016-12-06,2017-01-22,6016,14676.05,73.38,None
6785,PALM BAY INTERNATIONAL INC ,2016-12-20,13398,2016-12-07,2017-02-02,7165,53783.95,247.41,None
10754,PERFECTA WINES             ,2016-12-21,13439,2016-12-09,2017-01-24,10094,113419.35,589.78,None
98450,Serralles Usa LLC          ,2016-12-27,13365,2016-12-05,2017-01-31,174,2345.74,12.9,None
8673,STE MICHELLE WINE ESTATES  ,2016-12-27,13383,2016-12-06,2017-01-22,7510,63128.69,309.33,None
1587,VINEYARD BRANDS INC        ,2016-12-25,13409,2016-12-07,2017-02-05,2647,21465.16,113.77,None
90057,WALPOLE MTN VIEW WINERY    ,2016-12-23,13390,2016-12-06,2017-02-04,35,379.89,1.98,None
9622,WEIN BAUER INC             ,2016-12-21,13368,2016-12-05,2017-01-27,30,572.4,2.63,None
90058,ZORVINO VINEYARDS          ,2016-12-25,13444,2016-12-09,2017-01-19,185,1525.86,8.24,None
388,ATLANTIC IMPORTING COMPANY ,2016-12-26,13535,2016-12-16,2017-01-27,30,639.6,3.26,None
90046,CANDIA VINEYARDS           ,2017-01-01,13468,2016-12-12,2017-02-10,46,767.94,3.84,None
2876,CENTEUR IMPORTS LLC        ,2017-01-02,13538,2016-12-16,2017-01-30,6,47.94,0.23,None
90047,CRUSH WINES                ,2016-12-31,13486,2016-12-13,2017-02-02,507,4489.63,22.0,None
1590,DIAGEO CHATEAU ESTATE WINES,2016-12-28,13448,2016-12-11,2017-02-10,5519,39645.44,218.05,None
3551,GILMANTON WINERY & VINEYARD,2017-01-01,13503,2016-12-14,2017-02-10,12,124.56,0.69,None
17032,JEWELL TOWNE VINEYARDS     ,2016-12-30,13472,2016-12-12,2017-01-26,118,1015.06,5.28,None
90032,LABELLE VYDS AND WINERY    ,2016-12-26,13505,2016-12-14,2017-02-04,439,4689.31,25.79,None
4848,LAIRD & CO                 ,2016-12-31,13452,2016-12-11,2017-02-07,493,5179.45,25.9,None
4950,LATITUDE BEVERAGE COMPANY  ,2016-12-31,13543,2016-12-16,2017-01-28,1066,6334.13,30.4,None
5992,MCCORMICK DISTILLING CO    ,2016-12-26,13524,2016-12-15,2017-01-28,1108,12850.25,59.11,None
6215,MOONLIGHT MEADERY          ,2017-01-02,13455,2016-12-11,2017-02-06,198,1794.29,9.87,None
6359,OLE SMOKY DISTILLERY LLC   ,2016-12-30,13474,2016-12-12,2017-02-10,6140,15782.66,80.49,None
10754,PERFECTA WINES             ,2016-12-31,13526,2016-12-15,2017-02-06,8616,92721.16,435.79,None
7240,"PREMIUM PORT WINES, INC.   ",2016-12-31,13476,2016-12-12,2017-02-06,275,2034.97,10.38,None
7245,PROXIMO SPIRITS INC.       ,2016-12-30,13458,2016-12-11,2017-02-01,13680,137799.41,633.88,None
8004,SAZERAC CO INC             ,2016-12-30,13477,2016-12-12,2017-02-01,36745,258401.02,1162.8,Frank Delahunt
98450,Serralles Usa LLC          ,2016-12-28,13530,2016-12-15,2017-01-28,170,2328.94,12.11,None
8664,"STOLI GROUP,(USA) LLC      ",2016-12-31,13510,2016-12-14,2017-02-07,7467,83415.13,450.44,None
8735,SURVILLE ENTERPRISES CORP  ,2016-12-31,13511,2016-12-14,2017-01-29,158,1079.82,5.51,None
172662,SWEETWATER FARM         ,2017-01-03,13532,2016-12-15,2017-01-29,5,97.0,0.46,None
8892,TRINCHERO FAMILY ESTATES   ,2016-12-29,13461,2016-12-11,2017-02-06,6662,41744.16,187.85,None
1587,VINEYARD BRANDS LLC        ,2017-01-03,13552,2016-12-16,2017-01-31,11,256.63,1.26,None
90057,WALPOLE MTN VIEW WINERY    ,2016-12-27,13462,2016-12-11,2017-01-28,24,283.2,1.47,None
516,BANFI PRODUCTS CORP        ,2017-01-10,13604,2016-12-21,2017-02-02,14136,99189.89,476.11,None
11567,CAMPARI AMERICA            ,2017-01-06,13645,2016-12-23,2017-02-06,9745,79904.22,375.55,None
1485,CASTLE BRANDS CORP.        ,2017-01-03,13579,2016-12-19,2017-02-02,3535,57414.08,304.29,None
4380,CHARLES JACQUIN ET CIE INC ,2017-01-06,13606,2016-12-21,2017-02-04,1267,10809.06,48.64,None
2450,DJINN SPIRITS LLC          ,2017-01-03,13631,2016-12-22,2017-02-04,111,1996.86,10.38,None
3252,E & J GALLO WINERY         ,2017-01-06,13610,2016-12-21,2017-02-07,67079,431362.94,2372.5,Frank Delahunt
3551,GILMANTON WINERY & VINEYARD,2017-01-06,13613,2016-12-21,2017-02-11,48,501.6,2.26,None
3924,HEAVEN HILL DISTILLERIES   ,2017-01-10,13614,2016-12-21,2017-02-16,5848,43142.02,215.71,None
3951,HIGHLAND WINE MERCHANTS LLC,2017-01-03,13633,2016-12-22,2017-02-14,24,261.12,1.28,None
6830,PARK STREET IMPORTS LLC    ,2017-01-02,13652,2016-12-23,2017-02-11,253,3844.39,20.38,None
7154,PREMIER DISTRIBUTORS       ,2017-01-05,13586,2016-12-19,2017-02-04,284,4004.65,19.62,None
98450,Serralles Usa LLC          ,2017-01-04,13654,2016-12-23,2017-02-05,237,3417.5,17.77,None
8664,"STOLI GROUP,(USA) LLC      ",2017-01-06,13623,2016-12-21,2017-02-08,7647,68885.21,344.43,None
8920,TAKARA SAKE USA INC        ,2017-01-09,13570,2016-12-18,2017-02-02,226,1167.28,6.3,None
28776,TALL SHIP DISTILLERY LLC   ,2017-01-09,13591,2016-12-19,2017-02-14,210,4659.54,25.16,None
9165,ULTRA BEVERAGE COMPANY LLP ,2017-01-10,13658,2016-12-23,2017-02-19,38896,502128.05,2761.7,Frank Delahunt
90024,VINILANDIA USA             ,2017-01-05,13642,2016-12-22,2017-02-14,1114,10993.64,52.77,None
9625,WESTERN SPIRITS BEVERAGE CO,2017-01-10,13661,2016-12-23,2017-02-18,4617,37300.48,186.5,None
3664,WILLIAM GRANT & SONS INC   ,2017-01-02,13643,2016-12-22,2017-02-04,9848,202815.78,932.95,None
90058,ZORVINO VINEYARDS          ,2017-01-05,13574,2016-12-18,2017-02-12,437,3608.11,16.6,None
